customer_id,company,tenure_months,contract,monthly_charges,total_charges,mrr,payment_method,internet_service,tech_support,online_security,logins_last_30d,support_tickets_last_90d,features_used_pct,churned
CUST-0474,Apex Digital,53,One year,66.3,3734.93,130,Electronic check,DSL,Yes,No,16,4,65.0,0
CUST-0475,TechVibe,18,Month-to-month,83.32,1543.28,273,Bank transfer,Fiber optic,No internet,Yes,14,0,36.0,0
CUST-0476,ZenithOS,72,Month-to-month,62.98,4413.05,273,Bank transfer,DSL,No,No,17,2,73.0,1
CUST-0477,Catalyst AI,1,One year,66.97,64.35,119,Bank transfer,DSL,No,Yes,16,4,49.0,0
CUST-0478,Apex Digital,19,Two year,20.0,342.65,77,Electronic check,DSL,No,No internet,14,2,87.0,0
CUST-0479,Prism Analytics,72,Month-to-month,87.91,6751.84,110,Bank transfer,DSL,Yes,No internet,12,3,72.0,1
CUST-0480,CoreStack,17,One year,73.66,1148.89,344,Electronic check,No,No,No,15,0,31.0,0
CUST-0481,BrightPath,23,Two year,89.95,2122.95,119,Electronic check,No,No,Yes,19,0,53.0,0
CUST-0482,DataFlow Inc,28,Month-to-month,20.0,560.46,93,Credit card,Fiber optic,No,No,17,2,36.0,0
CUST-0483,Helix Software,14,Month-to-month,117.21,1649.7,347,Bank transfer,Fiber optic,No,No internet,22,5,53.0,1
CUST-0484,DataFlow Inc,23,Month-to-month,61.51,1535.47,172,Electronic check,DSL,No internet,No,18,1,93.0,1
CUST-0485,Streamline Co,21,Month-to-month,92.7,1764.34,454,Electronic check,Fiber optic,No,Yes,11,1,44.0,0
CUST-0486,TechVibe,55,Month-to-month,39.0,2262.29,193,Electronic check,No,No internet,No,20,2,61.0,0
CUST-0487,DataFlow Inc,1,Two year,80.32,73.12,289,Electronic check,No,No,No internet,22,2,51.0,0
CUST-0488,Catalyst AI,7,One year,38.66,245.62,58,Electronic check,Fiber optic,Yes,No,15,1,80.0,0
CUST-0489,Quantum SaaS,72,One year,49.41,3507.59,149,Electronic check,Fiber optic,Yes,No,19,0,46.0,0
CUST-0490,CloudNine,53,Month-to-month,112.85,5458.4,352,Mailed check,DSL,No,No,23,3,65.0,1
CUST-0491,TechVibe,14,Two year,60.23,891.98,184,Bank transfer,No,Yes,No,17,1,22.0,0
CUST-0492,Quantum SaaS,23,Two year,70.44,1629.7,231,Bank transfer,DSL,Yes,Yes,10,1,38.0,0
CUST-0493,NetPulse,7,Two year,86.75,550.05,93,Bank transfer,Fiber optic,No internet,No,10,1,73.0,0
CUST-0494,BlueShift,5,Month-to-month,77.39,351.39,298,Electronic check,Fiber optic,No internet,Yes,13,2,74.0,1
CUST-0495,TechVibe,14,One year,68.76,984.33,265,Credit card,Fiber optic,No,No,16,2,42.0,0
CUST-0496,TechVibe,10,Month-to-month,74.12,786.58,108,Credit card,DSL,Yes,Yes,15,2,52.0,0
CUST-0497,Pixel Labs,21,Month-to-month,120.0,2488.65,394,Credit card,No,Yes,No,16,0,47.0,1
CUST-0498,NovaTech,1,Month-to-month,63.56,64.25,208,Credit card,DSL,Yes,Yes,16,3,66.0,1
CUST-0499,CloudNine,72,One year,70.03,5344.52,261,Credit card,Fiber optic,No,No,13,4,59.0,0
CUST-0500,NetPulse,72,One year,91.27,6716.68,122,Mailed check,DSL,No internet,No,14,1,56.0,0
CUST-0501,TechVibe,28,Month-to-month,92.64,2451.13,325,Electronic check,DSL,No,Yes,17,5,59.0,1
CUST-0502,CoreStack,18,Month-to-month,94.68,1742.77,201,Bank transfer,Fiber optic,Yes,Yes,17,2,53.0,1
CUST-0503,Apex Digital,8,Month-to-month,80.97,664.38,245,Bank transfer,Fiber optic,No,Yes,13,1,45.0,0
CUST-0504,Acme Corp,40,Month-to-month,36.42,1525.01,149,Bank transfer,DSL,No,No internet,17,3,37.0,0
CUST-0505,Vortex Cloud,27,Month-to-month,105.84,2926.76,405,Mailed check,DSL,No,No,13,2,50.0,1
CUST-0506,ZenithOS,4,Month-to-month,36.34,159.0,54,Electronic check,Fiber optic,No,No,19,1,59.0,1
CUST-0507,Skyward Tech,58,One year,72.57,3954.23,244,Mailed check,Fiber optic,No,Yes,12,2,43.0,0
CUST-0508,NetPulse,41,Month-to-month,46.14,2062.41,225,Credit card,No,Yes,No,12,1,23.0,0
CUST-0509,Quantum SaaS,71,Month-to-month,63.4,4535.92,103,Bank transfer,DSL,Yes,No internet,20,4,63.0,0
CUST-0510,Skyward Tech,31,Month-to-month,73.22,2347.88,323,Mailed check,Fiber optic,No internet,No internet,14,3,55.0,0
CUST-0511,NovaTech,22,Two year,73.03,1477.95,278,Electronic check,DSL,Yes,No,15,3,46.0,0
CUST-0512,CloudNine,13,One year,75.55,958.69,309,Mailed check,DSL,Yes,Yes,19,5,67.0,1
CUST-0513,Prism Analytics,64,One year,105.34,7104.98,224,Credit card,Fiber optic,Yes,Yes,17,1,31.0,0
CUST-0514,BrightPath,48,Month-to-month,76.34,3815.96,164,Bank transfer,Fiber optic,Yes,Yes,21,3,67.0,0
CUST-0515,CoreStack,1,One year,58.9,53.48,272,Bank transfer,DSL,No,Yes,15,3,27.0,0
CUST-0516,Skyward Tech,1,Month-to-month,89.1,89.93,217,Mailed check,DSL,No internet,Yes,14,5,62.0,0
CUST-0517,Skyward Tech,11,One year,94.74,956.33,119,Bank transfer,DSL,No,Yes,8,2,6.0,1
CUST-0518,Catalyst AI,39,Two year,34.31,1470.79,117,Electronic check,No,No,No,13,0,38.0,0
CUST-0519,TechVibe,72,One year,79.94,6213.02,120,Bank transfer,No,No,No internet,12,2,51.0,0
CUST-0520,CoreStack,3,Two year,82.53,223.87,346,Mailed check,DSL,No,No,17,4,29.0,0
CUST-0521,DataFlow Inc,21,One year,57.56,1295.46,205,Mailed check,DSL,No internet,No internet,15,1,70.0,0
CUST-0522,NovaTech,11,Month-to-month,99.39,1185.0,447,Bank transfer,No,No internet,No,20,4,32.0,0
CUST-0523,Streamline Co,72,Two year,61.25,4280.83,254,Credit card,No,Yes,Yes,17,2,39.0,0
CUST-0524,NetPulse,44,Month-to-month,68.14,3129.78,99,Electronic check,Fiber optic,No,No,23,1,60.0,1
CUST-0525,Pixel Labs,43,One year,60.67,2578.6,153,Credit card,DSL,No,Yes,18,2,52.0,0
CUST-0526,CloudNine,15,Month-to-month,65.39,1011.3,268,Electronic check,DSL,No internet,No,22,2,78.0,1
CUST-0527,Skyward Tech,12,Month-to-month,37.59,436.67,100,Mailed check,Fiber optic,No,No,18,2,48.0,0
CUST-0528,NovaTech,7,Month-to-month,29.0,195.8,142,Electronic check,Fiber optic,No internet,No internet,14,3,86.0,1
CUST-0529,DataFlow Inc,1,Month-to-month,104.86,103.28,413,Electronic check,DSL,No,Yes,18,4,44.0,0
CUST-0530,FusionHub,48,Month-to-month,43.83,1954.71,47,Mailed check,Fiber optic,Yes,Yes,12,2,27.0,0
CUST-0531,Apex Digital,40,One year,40.22,1715.35,182,Electronic check,DSL,No,No internet,15,0,50.0,0
CUST-0532,TechVibe,72,Month-to-month,20.0,1396.42,28,Mailed check,Fiber optic,No internet,Yes,13,2,40.0,0
CUST-0533,CoreStack,72,Month-to-month,49.03,3459.66,77,Credit card,DSL,No internet,No,18,2,50.0,0
CUST-0534,CoreStack,19,One year,31.92,654.28,126,Electronic check,DSL,Yes,No,16,1,52.0,0
CUST-0535,Vortex Cloud,35,Month-to-month,106.05,3709.24,473,Bank transfer,Fiber optic,No,No internet,17,1,33.0,0
CUST-0536,Vortex Cloud,69,One year,90.25,6282.37,284,Mailed check,Fiber optic,No,No internet,20,1,20.0,1
CUST-0537,DataFlow Inc,45,One year,47.8,2347.39,103,Bank transfer,No,Yes,No internet,12,1,33.0,1
CUST-0538,Streamline Co,6,Two year,120.0,775.69,289,Electronic check,Fiber optic,No,Yes,15,2,84.0,0
CUST-0539,TechVibe,14,One year,89.54,1170.69,212,Electronic check,DSL,Yes,No internet,13,1,56.0,1
CUST-0540,FusionHub,3,Month-to-month,56.88,169.73,131,Electronic check,Fiber optic,No internet,No,9,2,42.0,0
CUST-0541,Quantum SaaS,72,One year,20.0,1575.73,39,Electronic check,DSL,No,No,11,4,59.0,0
CUST-0542,FusionHub,22,Month-to-month,120.0,2572.61,412,Electronic check,No,No internet,Yes,12,4,62.0,1
CUST-0543,NetPulse,6,Month-to-month,30.26,176.9,139,Bank transfer,Fiber optic,Yes,No,18,2,24.0,1
CUST-0544,Vortex Cloud,26,One year,23.87,582.77,53,Credit card,Fiber optic,No,No internet,12,2,60.0,0
CUST-0545,BlueShift,23,Month-to-month,90.56,1922.22,158,Credit card,DSL,Yes,No internet,16,2,54.0,0
CUST-0546,NetPulse,10,One year,120.0,1257.67,523,Bank transfer,Fiber optic,Yes,No,15,0,52.0,0
CUST-0547,ZenithOS,2,Two year,99.61,209.98,395,Electronic check,No,Yes,Yes,16,1,52.0,0
CUST-0548,Apex Digital,26,Two year,79.1,2249.51,374,Electronic check,No,Yes,No,15,0,36.0,0
CUST-0549,Helix Software,17,Two year,79.87,1432.04,133,Electronic check,DSL,No,No internet,19,1,71.0,0
CUST-0550,ZenithOS,35,Month-to-month,86.34,2866.79,136,Electronic check,DSL,Yes,No,10,1,51.0,0
CUST-0551,TechVibe,17,Month-to-month,83.97,1296.19,266,Mailed check,No,No,No,13,3,46.0,1
CUST-0552,ZenithOS,45,One year,72.03,3556.04,249,Mailed check,No,No,Yes,15,2,47.0,0
CUST-0553,NetPulse,19,Month-to-month,67.61,1243.6,197,Mailed check,DSL,No internet,No,22,2,75.0,0
CUST-0554,Prism Analytics,19,One year,63.44,1160.03,215,Mailed check,Fiber optic,No internet,No,12,3,47.0,0
CUST-0555,Streamline Co,50,One year,46.15,2494.85,79,Credit card,DSL,No,No internet,14,1,43.0,0
CUST-0556,NovaTech,12,One year,57.98,707.6,169,Bank transfer,No,No,No,14,6,45.0,0
CUST-0557,FusionHub,3,Month-to-month,22.68,64.16,82,Electronic check,DSL,Yes,No,12,2,13.0,1
CUST-0558,TechVibe,1,Month-to-month,62.54,67.41,171,Credit card,DSL,No internet,No,10,4,47.0,0
CUST-0559,Skyward Tech,33,Month-to-month,40.29,1460.76,150,Credit card,Fiber optic,Yes,Yes,16,2,23.0,0
CUST-0560,Catalyst AI,23,Month-to-month,37.41,789.3,105,Electronic check,DSL,Yes,No internet,23,0,48.0,1
CUST-0561,FusionHub,29,Two year,69.5,2161.52,162,Mailed check,Fiber optic,Yes,No,10,3,20.0,0
CUST-0562,NovaTech,5,Month-to-month,99.8,488.07,221,Mailed check,Fiber optic,No,No,20,1,44.0,1
CUST-0563,Acme Corp,3,Month-to-month,87.96,265.15,233,Credit card,DSL,Yes,No,23,1,53.0,0
CUST-0564,DataFlow Inc,1,Month-to-month,25.74,27.88,28,Credit card,Fiber optic,No,No,13,2,83.0,0
CUST-0565,Helix Software,10,One year,40.26,440.72,148,Electronic check,Fiber optic,Yes,No,16,1,58.0,0
CUST-0566,Prism Analytics,21,One year,88.52,1770.5,388,Mailed check,DSL,No,No,17,3,67.0,1
CUST-0567,NovaTech,11,Month-to-month,40.44,419.29,98,Bank transfer,Fiber optic,Yes,Yes,10,2,41.0,0
CUST-0568,Catalyst AI,13,Month-to-month,59.38,707.18,70,Mailed check,No,Yes,No,12,4,53.0,0
CUST-0569,CoreStack,56,Month-to-month,78.75,4464.51,390,Electronic check,Fiber optic,No internet,Yes,13,0,53.0,0
CUST-0570,ZenithOS,10,Month-to-month,40.79,368.22,84,Credit card,DSL,Yes,No,6,2,24.0,0
CUST-0571,Apex Digital,17,One year,67.63,1129.45,102,Bank transfer,DSL,No internet,Yes,18,2,44.0,0
CUST-0572,ZenithOS,36,One year,31.65,1042.18,78,Credit card,DSL,No,No,12,2,45.0,0
CUST-0573,Helix Software,12,Month-to-month,49.97,588.27,198,Credit card,Fiber optic,Yes,No internet,17,3,58.0,1
CUST-0574,Prism Analytics,23,Month-to-month,72.99,1524.3,159,Bank transfer,Fiber optic,No internet,No internet,19,3,84.0,1
CUST-0575,Skyward Tech,47,Two year,25.18,1262.8,83,Mailed check,Fiber optic,Yes,No,11,0,64.0,1
CUST-0576,BlueShift,71,Month-to-month,76.01,5083.42,202,Bank transfer,DSL,No internet,No,15,2,75.0,0
CUST-0577,Prism Analytics,3,One year,64.51,186.88,95,Electronic check,DSL,Yes,Yes,17,2,68.0,0
CUST-0578,Streamline Co,62,Month-to-month,78.81,5247.85,183,Bank transfer,Fiber optic,No internet,No,14,3,49.0,1
CUST-0579,Acme Corp,16,Month-to-month,70.6,1185.24,275,Electronic check,Fiber optic,Yes,No internet,13,3,38.0,0
CUST-0580,NovaTech,7,Month-to-month,99.1,654.72,342,Bank transfer,DSL,No,Yes,18,1,25.0,0
CUST-0581,CoreStack,14,One year,68.13,872.15,101,Electronic check,Fiber optic,No,No,16,1,55.0,0
CUST-0582,Helix Software,72,Two year,54.26,4075.24,90,Electronic check,DSL,No internet,No internet,10,2,46.0,0
CUST-0583,CloudNine,16,Month-to-month,68.06,1065.16,242,Electronic check,No,No internet,No internet,11,1,70.0,0
CUST-0584,Apex Digital,9,Month-to-month,78.58,744.86,334,Electronic check,No,No internet,Yes,15,2,51.0,1
CUST-0585,TechVibe,24,Month-to-month,66.22,1571.89,159,Bank transfer,DSL,No internet,No,23,5,19.0,1
CUST-0586,Quantum SaaS,6,Month-to-month,66.01,383.86,223,Bank transfer,DSL,Yes,Yes,18,4,71.0,0
CUST-0587,Apex Digital,1,Month-to-month,47.45,46.99,80,Mailed check,Fiber optic,Yes,Yes,9,3,93.0,0
CUST-0588,Helix Software,3,Month-to-month,48.43,152.51,109,Electronic check,DSL,Yes,No internet,10,4,35.0,1
CUST-0589,BlueShift,3,One year,29.93,97.01,32,Electronic check,Fiber optic,No,No internet,13,0,52.0,0
CUST-0590,NetPulse,3,Month-to-month,108.74,296.85,443,Electronic check,No,No,No,10,0,32.0,0
CUST-0591,DataFlow Inc,3,Month-to-month,33.9,102.19,88,Electronic check,Fiber optic,No,Yes,19,0,53.0,0
CUST-0592,Acme Corp,24,Two year,47.68,1037.4,203,Credit card,No,Yes,No internet,19,1,61.0,0
CUST-0593,NovaTech,4,Month-to-month,47.04,186.97,180,Electronic check,Fiber optic,No,No,13,2,83.0,0
CUST-0594,CloudNine,10,Two year,87.37,941.02,377,Mailed check,DSL,Yes,No,12,1,47.0,0
CUST-0595,NovaTech,54,Month-to-month,57.63,3025.87,123,Electronic check,Fiber optic,No,No,15,1,57.0,1
CUST-0596,ZenithOS,15,Two year,96.19,1567.64,167,Electronic check,Fiber optic,No,Yes,8,0,41.0,0
CUST-0597,Apex Digital,26,One year,48.16,1284.87,235,Mailed check,Fiber optic,No,No,11,3,68.0,1
CUST-0598,Skyward Tech,4,Two year,71.97,312.88,278,Bank transfer,DSL,No,No,11,3,67.0,1
CUST-0599,ZenithOS,5,Two year,44.12,231.95,191,Electronic check,DSL,No,Yes,23,2,25.0,0
CUST-0600,Streamline Co,1,Month-to-month,118.63,109.22,125,Electronic check,No,Yes,Yes,13,2,27.0,1
CUST-0601,CloudNine,4,Two year,35.31,133.65,85,Mailed check,DSL,No,Yes,6,1,65.0,0
CUST-0602,CloudNine,7,Month-to-month,72.75,498.47,289,Electronic check,No,Yes,Yes,17,0,62.0,0
CUST-0603,CloudNine,4,Month-to-month,80.84,302.03,106,Electronic check,No,No,No,23,1,59.0,0
CUST-0604,Catalyst AI,2,Month-to-month,75.34,150.53,246,Credit card,Fiber optic,No,No internet,17,0,60.0,1
CUST-0605,FusionHub,3,One year,60.37,180.07,164,Bank transfer,Fiber optic,Yes,Yes,15,4,48.0,0
CUST-0606,TechVibe,14,Month-to-month,61.75,943.39,66,Bank transfer,Fiber optic,Yes,Yes,14,2,51.0,0
CUST-0607,Helix Software,5,One year,66.1,326.12,128,Mailed check,No,No internet,No,13,1,19.0,0
CUST-0608,Streamline Co,10,One year,61.32,648.23,131,Mailed check,DSL,No internet,No internet,15,5,55.0,0
CUST-0609,Acme Corp,16,One year,89.1,1551.6,129,Mailed check,Fiber optic,No,No,11,1,47.0,1
CUST-0610,BrightPath,28,Two year,120.0,3613.34,423,Bank transfer,Fiber optic,Yes,No,17,2,79.0,0
CUST-0611,Prism Analytics,1,Month-to-month,51.06,48.08,101,Bank transfer,Fiber optic,Yes,No,15,3,60.0,1
CUST-0612,CloudNine,38,Month-to-month,30.75,1167.57,65,Electronic check,Fiber optic,No,Yes,15,1,16.0,1
CUST-0613,Pixel Labs,23,Month-to-month,62.79,1400.19,288,Mailed check,DSL,No internet,Yes,15,1,77.0,0
CUST-0614,Pixel Labs,2,Month-to-month,120.0,235.19,344,Mailed check,Fiber optic,Yes,No,17,2,70.0,0
CUST-0615,Skyward Tech,49,Month-to-month,44.91,2139.33,115,Credit card,No,No,No,9,1,61.0,1
CUST-0616,Apex Digital,60,Month-to-month,105.98,6773.85,413,Bank transfer,DSL,Yes,No,10,1,59.0,0
CUST-0617,BrightPath,1,Month-to-month,106.94,105.92,496,Mailed check,No,No internet,No,15,2,39.0,1
CUST-0618,NovaTech,7,Two year,51.16,359.82,56,Electronic check,Fiber optic,No,No,16,0,40.0,0
CUST-0619,CoreStack,39,One year,79.22,3387.69,221,Bank transfer,No,No,Yes,14,3,42.0,0
CUST-0620,BlueShift,33,Month-to-month,105.71,3181.43,364,Electronic check,Fiber optic,No,No,17,1,56.0,1
CUST-0621,FusionHub,4,One year,55.52,221.55,126,Electronic check,Fiber optic,No,Yes,12,1,39.0,0
CUST-0622,Skyward Tech,5,Month-to-month,59.91,315.97,245,Electronic check,DSL,Yes,Yes,17,1,57.0,1
CUST-0623,Catalyst AI,11,Month-to-month,50.46,516.33,247,Bank transfer,No,Yes,No,19,3,67.0,1
CUST-0624,Prism Analytics,15,One year,39.63,607.71,189,Electronic check,DSL,No internet,No internet,12,3,79.0,0
CUST-0625,BrightPath,23,Month-to-month,48.77,1063.26,101,Mailed check,No,No internet,No internet,17,1,46.0,0
CUST-0626,Streamline Co,11,Month-to-month,34.4,406.21,66,Credit card,No,No internet,No,8,2,60.0,0
CUST-0627,BlueShift,14,Two year,65.85,890.02,318,Electronic check,DSL,No,Yes,16,2,63.0,0
CUST-0628,Quantum SaaS,33,Two year,45.75,1458.14,130,Mailed check,DSL,No internet,Yes,13,2,76.0,0
CUST-0629,Pixel Labs,1,One year,70.84,72.23,130,Mailed check,Fiber optic,Yes,No internet,11,1,20.0,0
CUST-0630,NovaTech,6,One year,26.1,146.69,100,Electronic check,DSL,No,No,14,2,19.0,0
CUST-0631,Skyward Tech,29,One year,73.27,2033.41,157,Bank transfer,No,No,No,12,2,66.0,0
CUST-0632,CloudNine,54,Month-to-month,85.84,4558.07,178,Electronic check,DSL,No,No,15,0,30.0,0
CUST-0633,Vortex Cloud,17,Month-to-month,20.0,330.05,90,Mailed check,DSL,No,No,13,3,52.0,1
CUST-0634,FusionHub,18,Month-to-month,74.35,1344.96,123,Bank transfer,No,Yes,No internet,11,1,43.0,1
CUST-0635,Acme Corp,2,Month-to-month,95.69,195.19,120,Bank transfer,Fiber optic,No,Yes,14,4,25.0,0
CUST-0636,Acme Corp,14,One year,34.76,493.13,72,Bank transfer,No,No internet,No,15,3,64.0,0
CUST-0637,NetPulse,18,Month-to-month,106.81,1981.86,366,Electronic check,DSL,No,No internet,9,4,80.0,1
CUST-0638,Quantum SaaS,6,Two year,75.48,435.47,113,Electronic check,Fiber optic,Yes,Yes,17,3,37.0,1
CUST-0639,CoreStack,7,Two year,47.37,306.82,137,Bank transfer,Fiber optic,Yes,No,12,0,35.0,0
CUST-0640,Prism Analytics,11,One year,63.61,736.21,223,Mailed check,Fiber optic,Yes,No,11,2,36.0,0
CUST-0641,Quantum SaaS,1,One year,78.96,84.5,347,Credit card,Fiber optic,Yes,No internet,11,2,65.0,0
CUST-0642,BrightPath,9,Two year,66.9,572.84,128,Credit card,Fiber optic,No,Yes,12,1,21.0,0
CUST-0643,NetPulse,5,Month-to-month,78.47,385.06,335,Credit card,Fiber optic,No,No,17,1,74.0,0
CUST-0644,Quantum SaaS,9,One year,41.98,377.71,81,Mailed check,DSL,No,Yes,10,1,49.0,0
CUST-0645,Helix Software,3,Month-to-month,69.23,209.07,257,Electronic check,Fiber optic,No,No,13,4,36.0,0
CUST-0646,TechVibe,53,One year,29.66,1622.12,81,Bank transfer,DSL,No internet,Yes,16,1,83.0,0
CUST-0647,Acme Corp,21,Month-to-month,62.22,1186.83,91,Mailed check,Fiber optic,Yes,Yes,17,2,21.0,0
CUST-0648,FusionHub,27,Two year,42.4,1195.51,164,Electronic check,DSL,No,No,15,0,54.0,0
CUST-0649,Apex Digital,37,Two year,46.61,1573.49,87,Credit card,Fiber optic,No internet,No internet,12,1,54.0,0
CUST-0650,BrightPath,16,Month-to-month,95.9,1524.67,164,Credit card,Fiber optic,Yes,Yes,16,4,88.0,0
CUST-0651,NovaTech,2,Month-to-month,92.28,196.65,225,Mailed check,DSL,Yes,Yes,11,0,61.0,0
CUST-0652,CoreStack,18,Two year,80.23,1430.05,290,Electronic check,DSL,No internet,No,15,2,20.0,0
CUST-0653,Catalyst AI,21,Month-to-month,37.69,735.94,73,Mailed check,DSL,No,No,21,0,71.0,0
CUST-0654,CoreStack,32,Two year,57.09,2004.1,99,Credit card,Fiber optic,No,No internet,13,3,38.0,0
CUST-0655,ZenithOS,13,One year,95.33,1335.78,99,Credit card,No,Yes,Yes,19,2,32.0,1
CUST-0656,Apex Digital,3,Month-to-month,68.54,216.78,198,Electronic check,DSL,No,No,16,2,59.0,1
CUST-0657,CoreStack,8,Month-to-month,120.0,943.01,326,Electronic check,Fiber optic,No,Yes,19,2,66.0,0
CUST-0658,BlueShift,10,Month-to-month,74.83,700.98,145,Credit card,DSL,Yes,Yes,20,1,45.0,1
CUST-0659,NetPulse,24,One year,69.8,1823.09,85,Mailed check,Fiber optic,No,No,14,2,38.0,0
CUST-0660,Helix Software,20,Month-to-month,57.27,1152.81,156,Mailed check,No,Yes,No,17,2,30.0,0
CUST-0661,FusionHub,10,One year,68.34,731.56,284,Credit card,DSL,No,No,20,3,73.0,0
CUST-0662,TechVibe,72,Month-to-month,61.19,4266.54,236,Electronic check,Fiber optic,Yes,No,13,3,33.0,0
CUST-0663,Helix Software,22,One year,82.7,1759.46,367,Bank transfer,DSL,Yes,No,14,1,71.0,0
CUST-0664,NovaTech,6,Two year,88.92,585.33,92,Electronic check,DSL,Yes,No,14,3,69.0,0
CUST-0665,Acme Corp,2,Two year,45.35,91.1,221,Mailed check,DSL,Yes,No internet,16,3,69.0,0
CUST-0666,DataFlow Inc,3,Month-to-month,31.72,88.32,75,Credit card,DSL,No internet,Yes,9,4,36.0,0
CUST-0667,Helix Software,6,Two year,20.0,113.27,99,Mailed check,Fiber optic,Yes,Yes,13,0,47.0,0
CUST-0668,CoreStack,4,One year,77.7,309.68,156,Credit card,Fiber optic,No,No,20,1,64.0,0
CUST-0669,Pixel Labs,4,One year,37.42,135.98,108,Bank transfer,Fiber optic,Yes,No,11,0,19.0,0
CUST-0670,CoreStack,8,Two year,20.0,158.8,48,Electronic check,DSL,No,Yes,15,1,93.0,0
CUST-0671,DataFlow Inc,4,Month-to-month,74.71,294.0,181,Electronic check,DSL,No internet,No internet,10,0,52.0,0
CUST-0672,Helix Software,54,Month-to-month,120.0,6842.02,524,Mailed check,Fiber optic,Yes,Yes,14,2,64.0,0
CUST-0673,Pixel Labs,2,Two year,64.85,125.94,258,Mailed check,No,No internet,No internet,16,5,38.0,0
CUST-0674,Acme Corp,17,Month-to-month,85.96,1602.35,427,Electronic check,DSL,Yes,Yes,12,0,19.0,1
CUST-0675,ZenithOS,12,Two year,67.05,753.23,232,Mailed check,No,No,No,19,6,38.0,0
CUST-0676,Quantum SaaS,72,Two year,62.53,4584.09,178,Mailed check,Fiber optic,No,No internet,13,0,13.0,0
CUST-0677,Apex Digital,2,Month-to-month,87.98,161.52,120,Bank transfer,Fiber optic,No internet,Yes,16,4,42.0,0
CUST-0678,Apex Digital,12,Two year,57.74,725.29,288,Bank transfer,Fiber optic,No,No internet,13,2,34.0,0
CUST-0679,FusionHub,72,Month-to-month,71.68,5671.64,230,Bank transfer,DSL,No,No,16,3,76.0,0
CUST-0680,ZenithOS,48,One year,73.04,3729.69,278,Electronic check,DSL,Yes,No internet,17,1,21.0,0
CUST-0681,Helix Software,40,One year,48.3,1953.52,127,Electronic check,Fiber optic,Yes,No,8,4,61.0,0
CUST-0682,CloudNine,7,Two year,89.8,626.68,287,Bank transfer,DSL,No internet,No,11,2,62.0,0
CUST-0683,NetPulse,4,Month-to-month,60.63,258.77,289,Mailed check,No,No,Yes,19,1,28.0,0
CUST-0684,Catalyst AI,26,Month-to-month,46.11,1303.39,77,Electronic check,Fiber optic,No,No,19,0,68.0,0
CUST-0685,Pixel Labs,63,One year,78.41,5423.15,170,Credit card,DSL,No,Yes,14,3,74.0,0
CUST-0686,FusionHub,19,One year,42.54,791.54,68,Bank transfer,Fiber optic,No,Yes,11,4,47.0,0
CUST-0687,DataFlow Inc,20,One year,65.7,1443.01,274,Mailed check,DSL,No internet,Yes,11,2,27.0,0
CUST-0688,Pixel Labs,7,Month-to-month,64.77,422.19,81,Electronic check,Fiber optic,No,No,18,4,41.0,1
CUST-0689,ZenithOS,35,Month-to-month,92.15,3066.28,122,Bank transfer,Fiber optic,No,No,19,3,36.0,1
CUST-0690,Vortex Cloud,4,Month-to-month,76.87,282.21,169,Bank transfer,No,No internet,Yes,23,2,48.0,1
CUST-0691,Vortex Cloud,9,Two year,64.37,552.88,197,Bank transfer,Fiber optic,Yes,Yes,17,5,52.0,0
CUST-0692,Catalyst AI,13,Month-to-month,85.44,1170.24,224,Bank transfer,Fiber optic,Yes,No,16,1,40.0,1
CUST-0693,Prism Analytics,17,Month-to-month,99.76,1815.63,118,Credit card,Fiber optic,No,Yes,11,2,41.0,0
CUST-0694,Prism Analytics,6,Two year,78.95,500.12,381,Mailed check,No,Yes,Yes,15,2,52.0,0
CUST-0695,BrightPath,2,Month-to-month,65.26,133.94,314,Electronic check,DSL,No,Yes,18,1,75.0,0
CUST-0696,Prism Analytics,22,Two year,32.2,710.38,68,Bank transfer,DSL,No internet,No internet,15,0,39.0,0
CUST-0697,Quantum SaaS,8,One year,38.37,319.77,151,Bank transfer,DSL,No,No internet,22,3,52.0,0
CUST-0698,Vortex Cloud,20,Two year,57.37,1122.35,190,Bank transfer,DSL,No,No,19,3,52.0,0
CUST-0699,Apex Digital,4,Month-to-month,49.76,212.63,97,Electronic check,Fiber optic,No internet,No,13,3,34.0,1
CUST-0700,TechVibe,15,Month-to-month,60.33,937.02,124,Electronic check,Fiber optic,No,No,10,2,67.0,1
CUST-0701,Catalyst AI,18,One year,66.42,1242.86,197,Credit card,Fiber optic,No,No,16,3,66.0,0
CUST-0702,FusionHub,1,Two year,78.24,78.8,209,Bank transfer,DSL,No,No,21,3,61.0,1
CUST-0703,BlueShift,9,One year,63.24,613.01,137,Credit card,Fiber optic,No internet,No,17,0,33.0,0
CUST-0704,ZenithOS,3,Month-to-month,77.16,220.0,326,Bank transfer,DSL,No,Yes,15,1,33.0,0
CUST-0705,Helix Software,1,One year,66.61,65.03,195,Bank transfer,Fiber optic,No,Yes,14,4,80.0,0
CUST-0706,NovaTech,72,One year,20.0,1519.96,72,Bank transfer,Fiber optic,No internet,No,15,1,20.0,0
CUST-0707,DataFlow Inc,9,One year,41.52,373.14,73,Credit card,DSL,No,No internet,11,2,55.0,0
CUST-0708,ZenithOS,39,One year,61.4,2581.0,192,Bank transfer,DSL,No,No,11,3,23.0,1
CUST-0709,Vortex Cloud,7,Two year,34.76,235.85,79,Bank transfer,DSL,No internet,No internet,17,1,54.0,0
